Generation	Inchi	Smiles	Pathway
G4	SXWMINGTHUABIK	C1(C(C(C(C(C1)O)=O)CO)O)=O	['C1(C(C(C(C(C1)O)=O)CO)O)=O', ['5102_0', 'Aldol Condensation'], 'C(C(CC(C=O)=O)O)(CCO)=O', ['742_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	LMGIZDHHGOFZPU	C1(C(CO)C(C=O)(CC1O)O)=O	['C1(C(CO)C(C=O)(CC1O)O)=O', ['5104_0', 'Aldol Condensation'], 'C(C(CC(C=O)=O)O)(CCO)=O', ['742_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	TXXBHPYMVGOHPZ	C(C1(C(CO)C(C(C1)=O)O)O)=O	['C(C1(C(CO)C(C(C1)=O)O)O)=O', ['5107_0', 'Aldol Condensation'], 'C(C(C(C(C=O)=O)CO)O)(C)=O', ['746_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	GXODTHGOIRSZCQ	C1(C(C(C(C)(C1CO)O)O)O)=O	['C1(C(C(C(C)(C1CO)O)O)O)=O', ['5109_0', 'Aldol Condensation'], 'C(C(C(C(CCO)=O)O)O)(C)=O', ['752_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	DGUJHHJEQTUCMI	C1(C(C(C(CCO)(C1)O)O)O)=O	['C1(C(C(C(CCO)(C1)O)O)O)=O', ['5111_0', 'Aldol Condensation'], 'C(C(C(C(CCO)=O)O)O)(C)=O', ['752_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	KWXJFAZQJKBMFG	C1(C(C(C)(C(C1CO)O)O)O)=O	['C1(C(C(C)(C(C1CO)O)O)O)=O', ['5113_0', 'Aldol Condensation'], 'C(C(C)(C(C(CCO)=O)O)O)=O', ['754_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	WHXBUFBEZWEBJI	C1(C(C(CO)C(CO)(C1)O)O)=O	['C1(C(C(CO)C(CO)(C1)O)O)=O', ['5116_0', 'Aldol Condensation'], 'C(CO)(C(CO)C(C(C)=O)O)=O', ['756_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	WITWJPRCSAPDOB	C1(C(C(C(C1)O)(C)O)O)=O	['C1(C(C(C(C1)O)(C)O)O)=O', ['5119_0', 'Aldol Condensation'], 'C(C)(C(CC(CO)=O)O)=O', ['764_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	RFTWLCJSZAMEGX	C1(C(CC(CO)(C1)O)O)=O	['C1(C(CC(CO)(C1)O)O)=O', ['5121_0', 'Aldol Condensation'], 'C(C)(C(CC(CO)=O)O)=O', ['764_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	GXCKVNPQYMMLSY	C1(C(C(C(C)(C1)O)O)O)=O	['C1(C(C(C(C)(C1)O)O)O)=O', ['5123_0', 'Aldol Condensation'], 'C(C(C)(CC(CO)=O)O)=O', ['766_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	GMRKEEHCNPHRFK	C(C1C(C(CC(C1O)=O)O)O)=O	['C(C1C(C(CC(C1O)=O)O)O)=O', ['5127_0', 'Aldol Condensation'], 'C(CC(C(CC(C=O)=O)O)O)=O', ['772_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	FIGJQDXEZHVUOS	C(C1C(C(CC1(C=O)O)O)O)=O	['C(C1C(C(CC1(C=O)O)O)O)=O', ['5129_0', 'Aldol Condensation'], 'C(CC(C(CC(C=O)=O)O)O)=O', ['772_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	LXEPBSPLUZYIKY	C(C(C1C(C(CC1O)O)O)=O)=O	['C(C(C1C(C(CC1O)O)O)=O)=O', ['5131_0', 'Aldol Condensation'], 'C(CC(C(CC(C=O)=O)O)O)=O', ['772_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	IRXAXBQTRSAYJV	C1(C(C(C(C1)O)C(C=O)O)O)=O	['C1(C(C(C(C1)O)C(C=O)O)O)=O', ['5135_0', 'Aldol Condensation'], 'C(C(C(C=O)C(C(C)=O)O)O)=O', ['776_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	DAYWLQCKWYNUSZ	C1(C(C(C(C1)O)N)O)=O	['C1(C(C(C(C1)O)N)O)=O', ['5143_0', 'Aldol Condensation'], 'C(C(C(C(C)=O)O)N)=O', ['796_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	YWMHEJKIEFCJJV	C(C1C(C(C(C1O)O)O)=O)=O	['C(C1C(C(C(C1O)O)O)=O)=O', ['5147_0', 'Aldol Condensation'], 'C(C(C(CO)=O)C(C=O)O)=O', ['808_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['59_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)O)=O)=O', ['16_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	SQMRVQOKNRCTJH	C1(C(C(CO)(CC(C1)O)O)O)=O	['C1(C(C(CO)(CC(C1)O)O)O)=O', ['5153_0', 'Aldol Condensation'], 'C(CO)(CC(CC(CO)=O)O)=O', ['824_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['59_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)O)=O)=O', ['16_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	YZMXCBDBLMCWHI	C1(C(C(CC(CO)(C1)O)O)O)=O	['C1(C(C(CC(CO)(C1)O)O)O)=O', ['5155_0', 'Aldol Condensation'], 'C(CC(CO)(CC(CO)=O)O)=O', ['826_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['59_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)O)=O)=O', ['16_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	DNVYPADLNRKKKZ	C1(C(C(C)(C(C(C1)O)O)O)O)=O	['C1(C(C(C)(C(C(C1)O)O)O)O)=O', ['5158_0', 'Aldol Condensation'], 'C(C)(C(C(CC(CO)=O)O)O)=O', ['828_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['59_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)O)=O)=O', ['16_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	CZMTWXOIKCDEOJ	C1(C(C(CC(C1)O)O)O)=O	['C1(C(C(CC(C1)O)O)O)=O', ['5161_0', 'Aldol Condensation'], 'C(CC(CC(CO)=O)O)=O', ['836_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['59_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)O)=O)=O', ['16_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	RSFCCDWOTGJIEB	C1(C(C(C(C(C1)O)N)O)O)=O	['C1(C(C(C(C(C1)O)N)O)O)=O', ['5163_0', 'Aldol Condensation'], 'C(C(C(CC(CO)=O)O)N)=O', ['844_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['59_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)O)=O)=O', ['16_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	DZDQCIVAYZUALQ	C1(C(C(C(C(C)(C1)O)O)O)O)=O	['C1(C(C(C(C(C)(C1)O)O)O)O)=O', ['5165_0', 'Aldol Condensation'], 'C(C(C(C)(CC(CO)=O)O)O)=O', ['857_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['61_0', 'Retro Aldol'], 'C(C(C(CC(CO)O)=O)O)=O', ['18_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	FLGFEDFPUSIHFO	C1(C(C(C(C1C(C)O)O)O)O)=O	['C1(C(C(C(C1C(C)O)O)O)O)=O', ['5175_0', 'Aldol Condensation'], 'C(CO)(C(C(C)O)C(C=O)O)=O', ['917_0', 'Aldol Condensation'], 'C(C(CC(CO)=O)O)=O', ['67_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	UCSMSJANAMMOML	C(C1C(C(CC1(CO)O)O)O)=O	['C(C1C(C(CC1(CO)O)O)O)=O', ['5177_0', 'Aldol Condensation'], 'C(CC(C(CC(CO)=O)O)O)=O', ['921_0', 'Aldol Condensation'], 'C(C(CC(CO)=O)O)=O', ['67_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	VVXDOCTVPWXEKT	C(CO)(C1C(C(CC1O)O)O)=O	['C(CO)(C1C(C(CC1O)O)O)=O', ['5179_0', 'Aldol Condensation'], 'C(CC(C(CC(CO)=O)O)O)=O', ['921_0', 'Aldol Condensation'], 'C(C(CC(CO)=O)O)=O', ['67_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	YIIYTJROCKPNRE	C1(C(C(CC(C(C1)O)O)O)O)=O	['C1(C(C(CC(C(C1)O)O)O)O)=O', ['5181_0', 'Aldol Condensation'], 'C(CC(C(CC(CO)=O)O)O)=O', ['921_0', 'Aldol Condensation'], 'C(C(CC(CO)=O)O)=O', ['67_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	OTWSFWOBFMEMKE	C1(C(CO)C(C(C1CO)=O)O)=O	['C1(C(CO)C(C(C1CO)=O)O)=O', ['5214_0', 'Aldol Condensation'], 'C(CCO)(C(C(C=O)=O)CO)=O', ['1029_0', 'Aldol Condensation'], 'C=O']
G4	KGLDCUXCDWKUCK	C1(C(C(C(C(CO)C1)=O)O)O)=O	['C1(C(C(C(C(CO)C1)=O)O)O)=O', ['5216_0', 'Aldol Condensation'], 'C(CC(C(C=O)=O)CO)(CO)=O', ['1033_0', 'Aldol Condensation'], 'C=O']
G4	BBKQOCALUBQPHW	C(C1(C(CO)CC(C1O)=O)O)=O	['C(C1(C(CO)CC(C1O)=O)O)=O', ['5218_0', 'Aldol Condensation'], 'C(CC(C(C=O)=O)CO)(CO)=O', ['1033_0', 'Aldol Condensation'], 'C=O']
G4	KHZIHNVGJVJSTH	C(C1(CC(C(C1O)=O)CO)O)=O	['C(C1(CC(C(C1O)=O)CO)O)=O', ['5221_0', 'Aldol Condensation'], 'C(CO)(C(CO)CC(C=O)=O)=O', ['1035_0', 'Aldol Condensation'], 'C=O']
G4	QIEUDWQTLABOOV	C(C1C(C(C(C1O)=O)CO)O)=O	['C(C1C(C(C(C1O)=O)CO)O)=O', ['5223_0', 'Aldol Condensation'], 'C(CC(C(C(C=O)=O)CO)O)=O', ['1041_0', 'Aldol Condensation'], 'C=O']
G4	BZZSNLCDQCKRKA	C1(C(C(CO)C(C1CO)O)=O)=O	['C1(C(C(CO)C(C1CO)O)=O)=O', ['5225_0', 'Aldol Condensation'], 'C(C(C(C(CCO)=O)=O)CO)=O', ['1045_0', 'Aldol Condensation'], 'C=O']
G4	RMKYXKRKXPRFLT	C1(C(CO)C(C(C(C1)=O)O)O)=O	['C1(C(CO)C(C(C(C1)=O)O)O)=O', ['5227_0', 'Aldol Condensation'], 'C(C(C(CC(CO)=O)=O)CO)=O', ['1049_0', 'Aldol Condensation'], 'C=O']
G4	CTEFDYZIMHOJHA	C1(CC(C(C(C1CO)=O)O)O)=O	['C1(CC(C(C(C1CO)=O)O)O)=O', ['5229_0', 'Aldol Condensation'], 'C(CC=O)(C(C(CO)=O)CO)=O', ['1051_0', 'Aldol Condensation'], 'C=O']
G4	QCQZJTKBXRNOMT	C1(C(CO)C(CC(C1O)=O)O)=O	['C1(C(CO)C(CC(C1O)=O)O)=O', ['5231_0', 'Aldol Condensation'], 'C(C(C(C(C(C)=O)O)=O)CO)=O', ['1055_0', 'Aldol Condensation'], 'C=O']
G4	WDJFEZWNOLVBRS	C(C1C(C(C(CO)C1O)O)=O)=O	['C(C1C(C(C(CO)C1O)O)=O)=O', ['5235_0', 'Aldol Condensation'], 'C(C(CO)C(C(CC=O)=O)O)=O', ['1061_0', 'Aldol Condensation'], 'C=O']
G4	SWJRCEWGKUKTBM	C1(C(CO)C(C=O)C(C1O)O)=O	['C1(C(CO)C(C=O)C(C1O)O)=O', ['5239_0', 'Aldol Condensation'], 'C(C(CO)CC=O)(C(C=O)O)=O', ['1067_0', 'Aldol Condensation'], 'C=O']
G4	KJZFCVIJSHGLPS	C1(C(CC(C(C1CO)O)O)=O)=O	['C1(C(CC(C(C1CO)O)O)=O)=O', ['5241_0', 'Aldol Condensation'], 'C(C(C(C(C(C)=O)=O)CO)O)=O', ['1071_0', 'Aldol Condensation'], 'C=O']
G4	LENMPSWBWUFWMA	C(C1C(C(CO)C(C1O)O)=O)=O	['C(C1C(C(CO)C(C1O)O)=O)=O', ['5244_0', 'Aldol Condensation'], 'C(C(CO)C(C=O)O)(CC=O)=O', ['1075_0', 'Aldol Condensation'], 'C=O']
G4	BLJXDZKIYZYCMM	C1(C(C(C(C1)O)(CCO)O)O)=O	['C1(C(C(C(C1)O)(CCO)O)O)=O', ['5250_0', 'Aldol Condensation'], 'C(CC(C(CCO)=O)O)(CO)=O', ['1147_0', 'Aldol Condensation'], 'C(C(CCO)=O)=O', ['69_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	IMMBXJLKNZMQED	C1(C(CC(CO)(C1CO)O)O)=O	['C1(C(CC(CO)(C1CO)O)O)=O', ['5252_0', 'Aldol Condensation'], 'C(CC(C(CCO)=O)O)(CO)=O', ['1147_0', 'Aldol Condensation'], 'C(C(CCO)=O)=O', ['69_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	ABOBCDUIJRUDLU	C1(C(CC(C1CO)O)O)=O	['C1(C(CC(C1CO)O)O)=O', ['5256_0', 'Aldol Condensation'], 'C(CC(C(CCO)=O)O)=O', ['1156_0', 'Aldol Condensation'], 'C(C(CCO)=O)=O', ['69_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	RVLQRYXPGKHGPS	C(C1C(C(C(C1(C)O)O)O)O)=O	['C(C1C(C(C(C1(C)O)O)O)O)=O', ['5261_0', 'Aldol Condensation'], 'C(CC(C(C(C(C)=O)O)O)O)=O', ['1191_0', 'Aldol Condensation'], 'C(C(C(C(C)=O)O)O)=O', ['73_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	APAWFBZPZNDMGP	C1(C(C(C(CC(C1)O)O)O)O)=O	['C1(C(C(C(CC(C1)O)O)O)O)=O', ['5263_0', 'Aldol Condensation'], 'C(CC(C(C(C(C)=O)O)O)O)=O', ['1191_0', 'Aldol Condensation'], 'C(C(C(C(C)=O)O)O)=O', ['73_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	PPSMBMYANALASS	C(C1C(C(CC1O)O)O)=O	['C(C1C(C(CC1O)O)O)=O', ['5277_0', 'Aldol Condensation'], 'C(CC(C(CC=O)O)O)=O', ['1255_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['81_0', 'Retro Aldol'], 'C(CC(C(C(C=O)O)O)O)=O', ['28_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	OSVHIPMBQOKWIS	C1(C(CO)C(C(C1O)=O)O)=O	['C1(C(CO)C(C(C1O)=O)O)=O', ['5496_0', 'Aldol Condensation'], 'C(CCO)(C(C(C=O)=O)O)=O', ['1590_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(C(C(O)=O)O)O)(CCO)=O', ['189_0', 'Cannizarro 2, glucose (reduction)'], 'O']
G4	FADFTXBGVRPJKY	C(C1(C(CC(C1O)=O)O)O)=O	['C(C1(C(CC(C1O)=O)O)O)=O', ['5498_0', 'Aldol Condensation'], 'C(CO)(CC(C(C=O)=O)O)=O', ['1592_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(C(CC(CO)=O)O)O)(O)=O', ['191_0', 'Cannizarro 2, glucose (reduction)'], 'O']
G4	UERLNWAJHYJYLF	C1(C(C(C(CC1O)=O)O)O)=O	['C1(C(C(C(CC1O)=O)O)O)=O', ['5500_0', 'Aldol Condensation'], 'C(CO)(CC(C(C=O)=O)O)=O', ['1592_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(C(CC(CO)=O)O)O)(O)=O', ['191_0', 'Cannizarro 2, glucose (reduction)'], 'O']
G4	CRUGNNUEIXSRRK	C(C1(C(C(C(C1)=O)O)O)O)=O	['C(C1(C(C(C(C1)=O)O)O)O)=O', ['5502_0', 'Aldol Condensation'], 'C(C)(C(C(C(C=O)=O)O)O)=O', ['1594_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(C(C(C(C(C)=O)O)O)O)(O)=O', ['193_0', 'Cannizarro 2, glucose (reduction)'], 'O']
G4	XKYAHSJLZUPUGK	C(C1C(C(C(C1O)=O)O)O)=O	['C(C1C(C(C(C1O)=O)O)O)=O', ['5505_0', 'Aldol Condensation'], 'C(CC(C(C(C=O)=O)O)O)=O', ['1596_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(CC(C(C(C(O)=O)O)O)O)=O', ['195_0', 'Cannizarro 2, glucose (reduction)'], 'O']
G4	UYXNQXGILWQCMO	C1(C(C(CC1O)O)O)=O	['C1(C(C(CC1O)O)O)=O', ['5507_0', 'Aldol Condensation'], 'C(CC(C(CO)=O)O)=O', ['1624_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)=O)O)=O', ['94_0', 'Keto-enol migration twice'], 'C(CC(C(C(CO)O)O)=O)=O', ['16_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	BHLMDPVEHZILHK	C1(C(C(CC1N)O)O)=O	['C1(C(C(CC1N)O)O)=O', ['5509_0', 'Aldol Condensation'], 'C(CC(C(CO)=O)N)=O', ['1653_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)=O)N)=O', ['130_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	TUHWLMJJJDJJEB	C1(C(C(C(C1)O)O)N)=O	['C1(C(C(C(C1)O)O)N)=O', ['5512_0', 'Aldol Condensation'], 'C(C(CC(CN)=O)O)=O', ['1721_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)N)=O', ['214_0', 'Amadori Rearrangement'], 'N']
G4	CXHKOMMHROFWRE	C(CO)(C1C(C(CO1)O)O)=O	['C(CO)(C1C(C(CO1)O)O)=O', ['5524_0', 'Aldol Condensation'], 'C(C(COCC(CO)=O)O)=O', ['1762_0', 'Retro Aldol'], 'C1(COCC(C(C1O)O)O)=O', ['318_0', 'Elimination + enol to keto'], 'C1C(C(C(C(C(O)O1)O)O)O)O', ['36_0', 'Hemiacetal Formation for 7 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	WEKMDDQOENUWCC	C(C1C(CO)(CC(O1)O)O)=O	['C(C1C(CO)(CC(O1)O)O)=O', ['5528_0', 'Aldol Condensation'], 'C(CO)(CC(OCC=O)O)=O', ['1768_0', 'Retro Aldol'], 'C1(C(C(COC(C1)O)O)O)=O', ['322_0', 'Elimination + enol to keto'], 'C1C(C(C(C(C(O)O1)O)O)O)O', ['36_0', 'Hemiacetal Formation for 7 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	JSVWUQQERXCXKZ	C(CO)(C1C(O)OCC1O)=O	['C(CO)(C1C(O)OCC1O)=O', ['5530_0', 'Aldol Condensation'], 'C(CO)(CC(OCC=O)O)=O', ['1768_0', 'Retro Aldol'], 'C1(C(C(COC(C1)O)O)O)=O', ['322_0', 'Elimination + enol to keto'], 'C1C(C(C(C(C(O)O1)O)O)O)O', ['36_0', 'Hemiacetal Formation for 7 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	GWTCQJOEFRMYTB	C(C1C(C)(C(C(O1)O)O)O)=O	['C(C1C(C)(C(C(O1)O)O)O)=O', ['5533_0', 'Aldol Condensation'], 'C(C)(C(C(OCC=O)O)O)=O', ['1772_0', 'Retro Aldol'], 'C1(C(C(O)OCC(C1)O)O)=O', ['324_0', 'Elimination + enol to keto'], 'C1C(C(C(C(C(O)O1)O)O)O)O', ['36_0', 'Hemiacetal Formation for 7 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	MJHXDAWASMCHQT	C(CO)(C1COC(C1O)O)=O	['C(CO)(C1COC(C1O)O)=O', ['5538_0', 'Aldol Condensation'], 'C(CO)(CCOC(C=O)O)=O', ['1776_0', 'Retro Aldol'], 'C1(C(C(C(O)OCC1)O)O)=O', ['328_0', 'Elimination + enol to keto'], 'C1C(C(C(C(C(O)O1)O)O)O)O', ['36_0', 'Hemiacetal Formation for 7 membered rings'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	ATACJMWNULGQHQ	C1(C(C(C(C1)N)O)O)=O	['C1(C(C(C(C1)N)O)O)=O', ['5542_0', 'Aldol Condensation'], 'C(C(CC(CO)=O)N)=O', ['1787_0', 'Retro Aldol'], 'C(CC(C=O)N)(C(CO)O)=O', ['372_0', 'Mannich Addition'], 'N']
G4	NPTRUIBZTVLGTH	C(C1C(CO)(O)OCC1O)=O	['C(C1C(CO)(O)OCC1O)=O', ['5544_0', 'Aldol Condensation'], 'C(CC(CO)(OCC=O)O)=O', ['1802_0', 'Retro Aldol'], 'C(C1C(CC(CO)(O1)O)O)=O', ['400_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CC(CO)=O)O)O)=O', ['24_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	SZHHWHUGUWMJPG	C1(C(C(CC(C1O)N)O)O)=O	['C1(C(C(CC(C1O)N)O)O)=O', ['5549_0', 'Aldol Condensation'], 'C(CC(C(C(CO)=O)O)N)=O', ['1879_0', 'Keto-enol migration twice'], 'C(CC(C(C(CO)O)=O)N)=O', ['130_0', 'Amadori/Heyns Rearrangement'], 'N']
